id,Year,Item_number,State,Scheme,Month,Patient_Category,Services,Benefits
528,2015,1012G,WA,PBS,January,General - Safety Net,42,345
529,2015,1012G,WA,PBS,January,Concessional - Ordinary,324,2187
530,2015,1012G,WA,PBS,January,Concessional - Free Safety Net,443,5571
531,2015,1012G,WA,RPBS,January,RPBS - Ordinary,12,63
532,2015,1012G,WA,RPBS,January,RPBS - Safety Net,22,273
533,2015,1012G,TAS,PBS,January,General - Ordinary,2,13
534,2015,1012G,TAS,PBS,January,General - Safety Net,9,82
535,2015,1012G,TAS,PBS,January,Concessional - Ordinary,121,782
536,2015,1012G,TAS,PBS,January,Concessional - Free Safety Net,237,2987
537,2015,1012G,TAS,RPBS,January,RPBS - Ordinary,9,53
538,2015,1012G,TAS,RPBS,January,RPBS - Safety Net,8,105
539,2015,1012G,NT,PBS,January,Concessional - Ordinary,5,36
540,2015,1012G,NT,PBS,January,Concessional - Free Safety Net,4,45
541,2015,1012G,NT,RPBS,January,RPBS - Safety Net,1,11
542,2015,1013H,ACT,PBS,January,General - Safety Net,11,48
543,2015,1013H,ACT,PBS,January,Concessional - Ordinary,39,213
544,2015,1013H,ACT,PBS,January,Concessional - Free Safety Net,33,357
545,2015,1013H,ACT,RPBS,January,RPBS - Ordinary,5,22
546,2015,1013H,ACT,RPBS,January,RPBS - Safety Net,1,10
547,2015,1013H,NSW,PBS,January,General - Safety Net,51,291
548,2015,1013H,NSW,PBS,January,Concessional - Ordinary,805,4106
549,2015,1013H,NSW,PBS,January,Concessional - Free Safety Net,1189,13032
550,2015,1013H,NSW,RPBS,January,RPBS - Ordinary,38,180
551,2015,1013H,NSW,RPBS,January,RPBS - Safety Net,82,852
552,2015,1013H,VIC,PBS,January,General - Safety Net,31,168
553,2015,1013H,VIC,PBS,January,Concessional - Ordinary,391,1992
554,2015,1013H,VIC,PBS,January,Concessional - Free Safety Net,495,5549
555,2015,1013H,VIC,RPBS,January,RPBS - Ordinary,22,111
556,2015,1013H,VIC,RPBS,January,RPBS - Safety Net,43,465
557,2015,1013H,QLD,PBS,January,General - Ordinary,1,6
558,2015,1013H,QLD,PBS,January,General - Safety Net,48,247
559,2015,1013H,QLD,PBS,January,Concessional - Ordinary,577,2928
560,2015,1013H,QLD,PBS,January,Concessional - Free Safety Net,932,10230
561,2015,1013H,QLD,RPBS,January,RPBS - Ordinary,46,234
562,2015,1013H,QLD,RPBS,January,RPBS - Safety Net,96,1029
563,2015,1013H,SA,PBS,January,General - Safety Net,20,108
564,2015,1013H,SA,PBS,January,Concessional - Ordinary,272,1335
565,2015,1013H,SA,PBS,January,Concessional - Free Safety Net,511,5480
566,2015,1013H,SA,RPBS,January,RPBS - Ordinary,13,57
567,2015,1013H,SA,RPBS,January,RPBS - Safety Net,23,239
568,2015,1013H,WA,PBS,January,General - Safety Net,29,149
569,2015,1013H,WA,PBS,January,Concessional - Ordinary,203,1009
570,2015,1013H,WA,PBS,January,Concessional - Free Safety Net,284,3081
571,2015,1013H,WA,RPBS,January,RPBS - Ordinary,7,31
572,2015,1013H,WA,RPBS,January,RPBS - Safety Net,8,83
573,2015,1013H,TAS,PBS,January,General - Safety Net,6,26
574,2015,1013H,TAS,PBS,January,Concessional - Ordinary,127,594
575,2015,1013H,TAS,PBS,January,Concessional - Free Safety Net,194,2085
576,2015,1013H,TAS,RPBS,January,RPBS - Ordinary,11,51
577,2015,1013H,TAS,RPBS,January,RPBS - Safety Net,15,156
578,2015,1013H,NT,PBS,January,Concessional - Ordinary,10,51
579,2015,1013H,NT,PBS,January,Concessional - Free Safety Net,2,21
580,2015,1016L,NSW,PBS,January,Concessional - Ordinary,9,132
581,2015,1016L,NSW,PBS,January,Concessional - Free Safety Net,2,41
582,2015,1016L,NSW,RPBS,January,RPBS - Ordinary,1,56
583,2015,1016L,VIC,PBS,January,Concessional - Ordinary,5,73
584,2015,1016L,VIC,PBS,January,Concessional - Free Safety Net,6,138
585,2015,1016L,QLD,PBS,January,General - Safety Net,1,15
586,2015,1016L,QLD,PBS,January,Concessional - Ordinary,9,140
587,2015,1016L,QLD,PBS,January,Concessional - Free Safety Net,20,441
588,2015,1016L,SA,PBS,January,Concessional - Ordinary,2,29
589,2015,1016L,SA,PBS,January,Concessional - Free Safety Net,6,124
590,2015,1016L,WA,PBS,January,Concessional - Ordinary,3,44
591,2015,1016L,WA,PBS,January,Concessional - Free Safety Net,2,445
592,2015,1016L,WA,RPBS,January,RPBS - Ordinary,1,15
593,2015,1016L,TAS,PBS,January,Concessional - Ordinary,2,29
594,2015,1016L,TAS,PBS,January,Concessional - Free Safety Net,1,21
595,2015,1024X,NSW,PBS,January,Concessional - Ordinary,5,78
596,2015,1024X,NSW,PBS,January,Concessional - Free Safety Net,7,175
597,2015,1024X,VIC,PBS,January,Concessional - Ordinary,9,180
598,2015,1024X,VIC,PBS,January,Concessional - Free Safety Net,3,81
599,2015,1024X,QLD,PBS,January,Concessional - Ordinary,4,61
600,2015,1024X,QLD,PBS,January,Concessional - Free Safety Net,2,43
601,2015,1024X,QLD,RPBS,January,RPBS - Ordinary,1,14
602,2015,1024X,SA,PBS,January,Concessional - Ordinary,2,31
603,2015,1024X,SA,PBS,January,Concessional - Free Safety Net,3,65
604,2015,1024X,SA,RPBS,January,RPBS - Ordinary,1,16
605,2015,1024X,WA,PBS,January,Concessional - Ordinary,2,8
606,2015,1024X,TAS,PBS,January,Concessional - Ordinary,1,16
607,2015,1034K,QLD,PBS,January,Concessional - Free Safety Net,2,60
608,2015,1034K,WA,PBS,January,Concessional - Free Safety Net,1,1022
609,2015,1034K,TAS,PBS,January,Concessional - Free Safety Net,2,3494
610,2015,1037N,NSW,PBS,January,Concessional - Ordinary,8,254
611,2015,1037N,NSW,PBS,January,Concessional - Free Safety Net,6,216
612,2015,1037N,VIC,PBS,January,Concessional - Ordinary,10,338
613,2015,1037N,VIC,PBS,January,Concessional - Free Safety Net,6,259
614,2015,1037N,SA,PBS,January,General - Safety Net,1,30
615,2015,1037N,SA,PBS,January,Concessional - Ordinary,2,60
616,2015,1037N,SA,PBS,January,Concessional - Free Safety Net,1,36
617,2015,1037N,WA,PBS,January,Concessional - Ordinary,2,60
618,2015,1041T,NSW,PBS,January,Concessional - Ordinary,2,87
619,2015,1041T,NSW,RPBS,January,RPBS - Safety Net,1,50
620,2015,1041T,VIC,PBS,January,Concessional - Ordinary,1,66
621,2015,1041T,VIC,PBS,January,Concessional - Free Safety Net,6,298
622,2015,1041T,QLD,PBS,January,Concessional - Ordinary,1,44
623,2015,1041T,SA,PBS,January,Concessional - Ordinary,1,87
624,2015,1041T,TAS,PBS,January,Concessional - Ordinary,1,44
625,2015,1042W,NSW,PBS,January,General - Ordinary,3,79
626,2015,1042W,NSW,PBS,January,Concessional - Ordinary,7,457
627,2015,1042W,NSW,PBS,January,Concessional - Free Safety Net,2,126
628,2015,1042W,VIC,PBS,January,General - Ordinary,1,26
629,2015,1042W,VIC,PBS,January,Concessional - Ordinary,12,830
630,2015,1042W,VIC,PBS,January,Concessional - Free Safety Net,5,408
631,2015,1042W,QLD,PBS,January,Concessional - Ordinary,4,235
632,2015,1042W,QLD,PBS,January,Concessional - Free Safety Net,2,124
633,2015,1042W,SA,PBS,January,General - Ordinary,1,26
634,2015,1042W,SA,PBS,January,Concessional - Ordinary,1,57
635,2015,1042W,WA,PBS,January,Concessional - Ordinary,1,63
636,2015,1042W,WA,PBS,January,Concessional - Free Safety Net,1,63
637,2015,1042W,TAS,PBS,January,Concessional - Ordinary,3,177
638,2015,1046C,ACT,PBS,January,Concessional - Ordinary,1,14
639,2015,1046C,NSW,PBS,January,Concessional - Ordinary,20,269
640,2015,1046C,NSW,PBS,January,Concessional - Free Safety Net,9,176
641,2015,1046C,VIC,PBS,January,Concessional - Ordinary,14,190
642,2015,1046C,VIC,PBS,January,Concessional - Free Safety Net,12,235
643,2015,1046C,QLD,PBS,January,Concessional - Ordinary,14,190
644,2015,1046C,QLD,PBS,January,Concessional - Free Safety Net,3,59
645,2015,1046C,SA,PBS,January,Concessional - Ordinary,5,68
646,2015,1046C,SA,PBS,January,Concessional - Free Safety Net,5,90
647,2015,1046C,WA,PBS,January,Concessional - Ordinary,6,73
648,2015,1046C,WA,PBS,January,Concessional - Free Safety Net,3,59
649,2015,1046C,TAS,PBS,January,Concessional - Ordinary,1,14
650,2015,1046C,NT,PBS,January,Concessional - Ordinary,1,20
651,2015,1052J,ACT,PBS,January,General - Ordinary,6,148
652,2015,1052J,ACT,PBS,January,Concessional - Ordinary,1,54
653,2015,1052J,ACT,PBS,January,Concessional - Free Safety Net,2,120
654,2015,1052J,NSW,PBS,January,General - Ordinary,115,2724
655,2015,1052J,NSW,PBS,January,General - Safety Net,2,108
656,2015,1052J,NSW,PBS,January,Concessional - Ordinary,73,4236
657,2015,1052J,NSW,PBS,January,Concessional - Free Safety Net,25,1505
658,2015,1052J,NSW,RPBS,January,RPBS - Ordinary,3,163
659,2015,1052J,NSW,RPBS,January,RPBS - Safety Net,4,246
660,2015,1052J,VIC,PBS,January,General - Ordinary,89,2091
661,2015,1052J,VIC,PBS,January,General - Safety Net,3,163
662,2015,1052J,VIC,PBS,January,Concessional - Ordinary,55,2962
663,2015,1052J,VIC,PBS,January,Concessional - Free Safety Net,19,1097
664,2015,1052J,VIC,RPBS,January,RPBS - Ordinary,1,54
665,2015,1052J,VIC,RPBS,January,RPBS - Safety Net,3,181
666,2015,1052J,QLD,PBS,January,General - Ordinary,113,2672
667,2015,1052J,QLD,PBS,January,General - Safety Net,3,163
668,2015,1052J,QLD,PBS,January,Concessional - Ordinary,67,3665
669,2015,1052J,QLD,PBS,January,Concessional - Free Safety Net,26,1563
670,2015,1052J,QLD,RPBS,January,RPBS - Ordinary,2,114
671,2015,1052J,QLD,RPBS,January,RPBS - Safety Net,3,181
672,2015,1052J,SA,PBS,January,General - Ordinary,39,914
673,2015,1052J,SA,PBS,January,Concessional - Ordinary,19,1029
674,2015,1052J,SA,PBS,January,Concessional - Free Safety Net,9,532
675,2015,1052J,SA,RPBS,January,RPBS - Safety Net,2,120
676,2015,1052J,WA,PBS,January,General - Ordinary,93,2190
677,2015,1052J,WA,PBS,January,General - Safety Net,3,151
678,2015,1052J,WA,PBS,January,Concessional - Ordinary,41,2229
679,2015,1052J,WA,PBS,January,Concessional - Free Safety Net,10,602
680,2015,1052J,WA,RPBS,January,RPBS - Ordinary,3,171
681,2015,1052J,WA,RPBS,January,RPBS - Safety Net,1,60
682,2015,1052J,TAS,PBS,January,General - Ordinary,10,241
683,2015,1052J,TAS,PBS,January,Concessional - Ordinary,15,793
684,2015,1052J,TAS,PBS,January,Concessional - Free Safety Net,5,301
685,2015,1052J,TAS,RPBS,January,RPBS - Safety Net,1,60
686,2015,1052J,NT,PBS,January,General - Ordinary,8,186
687,2015,1052J,NT,PBS,January,Concessional - Ordinary,4,217
688,2015,1052J,NT,PBS,January,Concessional - Free Safety Net,1,60
689,2015,1062X,ACT,PBS,January,Concessional - Ordinary,2,56
690,2015,1062X,ACT,PBS,January,Concessional - Free Safety Net,1,34
691,2015,1062X,NSW,PBS,January,General - Safety Net,7,195
692,2015,1062X,NSW,PBS,January,Concessional - Ordinary,28,822
693,2015,1062X,NSW,PBS,January,Concessional - Free Safety Net,41,1389
694,2015,1062X,NSW,RPBS,January,RPBS - Ordinary,2,56
695,2015,1062X,NSW,RPBS,January,RPBS - Safety Net,10,339
696,2015,1062X,VIC,PBS,January,General - Safety Net,9,359
697,2015,1062X,VIC,PBS,January,Concessional - Ordinary,19,665
698,2015,1062X,VIC,PBS,January,Concessional - Free Safety Net,26,935
699,2015,1062X,VIC,RPBS,January,RPBS - Safety Net,4,135
700,2015,1062X,QLD,PBS,January,General - Ordinary,1,51
701,2015,1062X,QLD,PBS,January,General - Safety Net,2,56
702,2015,1062X,QLD,PBS,January,Concessional - Ordinary,22,611
703,2015,1062X,QLD,PBS,January,Concessional - Free Safety Net,47,1745
704,2015,1062X,QLD,RPBS,January,RPBS - Safety Net,2,68
705,2015,1062X,SA,PBS,January,General - Ordinary,4,151
706,2015,1062X,SA,PBS,January,General - Safety Net,8,223
707,2015,1062X,SA,PBS,January,Concessional - Ordinary,40,1782
708,2015,1062X,SA,PBS,January,Concessional - Free Safety Net,87,4329
709,2015,1062X,SA,RPBS,January,RPBS - Ordinary,3,84
710,2015,1062X,SA,RPBS,January,RPBS - Safety Net,6,203
711,2015,1062X,WA,PBS,January,Concessional - Ordinary,8,223
712,2015,1062X,WA,PBS,January,Concessional - Free Safety Net,25,874
713,2015,1062X,WA,RPBS,January,RPBS - Ordinary,1,28
714,2015,1062X,WA,RPBS,January,RPBS - Safety Net,2,68
715,2015,1062X,TAS,PBS,January,Concessional - Ordinary,2,56
716,2015,1062X,TAS,PBS,January,Concessional - Free Safety Net,7,237
717,2015,1062X,NT,PBS,January,Concessional - Ordinary,1,28
718,2015,1070H,ACT,PBS,January,General - Safety Net,1,4
719,2015,1070H,ACT,PBS,January,Concessional - Ordinary,8,78
720,2015,1070H,NSW,PBS,January,General - Ordinary,2,11
721,2015,1070H,NSW,PBS,January,General - Safety Net,2,21
722,2015,1070H,NSW,PBS,January,Concessional - Ordinary,186,1691
723,2015,1070H,NSW,PBS,January,Concessional - Free Safety Net,89,930
724,2015,1070H,NSW,RPBS,January,RPBS - Ordinary,6,27
725,2015,1070H,NSW,RPBS,January,RPBS - Safety Net,8,84
726,2015,1070H,VIC,PBS,January,General - Safety Net,1,10
727,2015,1070H,VIC,PBS,January,Concessional - Ordinary,43,357
728,2015,1070H,VIC,PBS,January,Concessional - Free Safety Net,29,303
729,2015,1070H,VIC,RPBS,January,RPBS - Safety Net,3,31
730,2015,1070H,QLD,PBS,January,General - Ordinary,14,78
731,2015,1070H,QLD,PBS,January,General - Safety Net,3,25
732,2015,1070H,QLD,PBS,January,Concessional - Ordinary,234,2145
733,2015,1070H,QLD,PBS,January,Concessional - Free Safety Net,87,909
734,2015,1070H,QLD,RPBS,January,RPBS - Ordinary,4,18
735,2015,1070H,QLD,RPBS,January,RPBS - Safety Net,3,31
736,2015,1070H,SA,PBS,January,General - Ordinary,1,6
737,2015,1070H,SA,PBS,January,General - Safety Net,2,21
738,2015,1070H,SA,PBS,January,Concessional - Ordinary,100,998
739,2015,1070H,SA,PBS,January,Concessional - Free Safety Net,25,261
740,2015,1070H,SA,RPBS,January,RPBS - Ordinary,1,4
741,2015,1070H,SA,RPBS,January,RPBS - Safety Net,1,10
742,2015,1070H,WA,PBS,January,General - Ordinary,17,95
743,2015,1070H,WA,PBS,January,General - Safety Net,1,10
744,2015,1070H,WA,PBS,January,Concessional - Ordinary,147,1440
745,2015,1070H,WA,PBS,January,Concessional - Free Safety Net,53,554
746,2015,1070H,TAS,PBS,January,Concessional - Ordinary,15,133
747,2015,1070H,TAS,PBS,January,Concessional - Free Safety Net,13,136
748,2015,1070H,TAS,RPBS,January,RPBS - Safety Net,1,10
749,2015,1070H,NT,PBS,January,General - Ordinary,5,28
750,2015,1070H,NT,PBS,January,General - Safety Net,1,10
751,2015,1070H,NT,PBS,January,Concessional - Ordinary,28,287
752,2015,1070H,NT,PBS,January,Concessional - Free Safety Net,6,63
753,2015,1076P,VIC,PBS,January,General - Ordinary,5,1705
754,2015,1076P,VIC,PBS,January,General - Safety Net,1,375
755,2015,1076P,VIC,PBS,January,Concessional - Ordinary,6,2222
756,2015,1076P,VIC,PBS,January,Concessional - Free Safety Net,10,3741
757,2015,1076P,QLD,PBS,January,General - Ordinary,2,468
758,2015,1076P,QLD,PBS,January,Concessional - Ordinary,2,748
759,2015,1076P,QLD,PBS,January,Concessional - Free Safety Net,1,69
760,2015,1076P,SA,PBS,January,Concessional - Ordinary,4,1498
761,2015,1076P,SA,PBS,January,Concessional - Free Safety Net,1,381
762,2015,1076P,WA,PBS,January,General - Ordinary,6,627
763,2015,1076P,WA,PBS,January,General - Safety Net,1,280
764,2015,1076P,WA,RPBS,January,RPBS - Ordinary,1,156
765,2015,1081X,ACT,PBS,January,General - Ordinary,3,11
766,2015,1081X,ACT,PBS,January,General - Safety Net,119,340
767,2015,1081X,ACT,PBS,January,Concessional - Ordinary,667,1790
768,2015,1081X,ACT,PBS,January,Concessional - Free Safety Net,541,4709
769,2015,1081X,ACT,RPBS,January,RPBS - Ordinary,30,83
770,2015,1081X,ACT,RPBS,January,RPBS - Safety Net,58,458
771,2015,1081X,NSW,PBS,January,General - Ordinary,166,613
772,2015,1081X,NSW,PBS,January,General - Safety Net,2267,6119
773,2015,1081X,NSW,PBS,January,Concessional - Ordinary,25490,66799
774,2015,1081X,NSW,PBS,January,Concessional - Free Safety Net,26973,232380
775,2015,1081X,NSW,RPBS,January,RPBS - Ordinary,1125,2876
776,2015,1081X,NSW,RPBS,January,RPBS - Safety Net,1313,11003
777,2015,1081X,VIC,PBS,January,General - Ordinary,23,81
778,2015,1081X,VIC,PBS,January,General - Safety Net,1453,3803
779,2015,1081X,VIC,PBS,January,Concessional - Ordinary,18863,48010
780,2015,1081X,VIC,PBS,January,Concessional - Free Safety Net,18122,155472
781,2015,1081X,VIC,RPBS,January,RPBS - Ordinary,698,1736
782,2015,1081X,VIC,RPBS,January,RPBS - Safety Net,796,6603
783,2015,1081X,QLD,PBS,January,General - Ordinary,240,886
784,2015,1081X,QLD,PBS,January,General - Safety Net,2974,8097
785,2015,1081X,QLD,PBS,January,Concessional - Ordinary,27686,74035
786,2015,1081X,QLD,PBS,January,Concessional - Free Safety Net,31470,271313
787,2015,1081X,QLD,RPBS,January,RPBS - Ordinary,1593,4033
788,2015,1081X,QLD,RPBS,January,RPBS - Safety Net,2193,18565
789,2015,1081X,SA,PBS,January,General - Ordinary,64,231
